,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
Argentina_BeagleChannel_Yamana_100BP:I12943,0.053497,-0.323954,0.122564,0.097223,-0.111098,-0.024263,-0.293293,-0.350755,-0.011249,-0.019499,-0.004222,-0.001798,0.001189,0.016928,0.002579,0.003447,0.004172,-0.001014,-0.001634,0.001126,-0.004742,0.001237,-0.004807,-0.000361,-0.004071
Argentina_BeagleChannel_Yamana_100BP.SG:Yaghan890_noUDG.SG,0.042115,-0.317861,0.109742,0.102068,-0.114483,-0.020638,-0.267912,-0.33414,-0.013703,-0.015672,0.002273,0.015586,0.004608,0.015551,0.003122,0.011403,-0.001304,0.003801,-0.006034,0.011005,0.00262,0.007296,-0.005669,-0.004458,0.002275
Argentina_BeagleChannel_Yamana_100BP.SG:Yaghan894_noUDG.SG,0.050082,-0.316845,0.118039,0.083334,-0.127101,-0.02008,-0.283423,-0.348447,-0.012885,-0.017677,0.005359,3.00E-04,-0.002081,0.024634,-0.010858,0.006099,0.005737,0.00266,0,0.005753,0.013351,0.001855,-0.011462,-0.003976,-0.009939
Argentina_BeagleChannel_Yamana_100BP.SG:Yaghan895_noUDG.SG,0.052359,-0.319892,0.128598,0.092701,-0.116022,-0.020917,-0.290003,-0.349139,-0.011249,-0.014397,-0.003085,-0.005245,0.004311,0.021744,-0.006786,0.01127,0.007562,0.0019,-0.003394,-0.002626,-0.001747,0.006059,-0.000493,-0.003976,-0.001676
Argentina_BeagleChannel_Yamana_1500BP:I12355,0.053497,-0.316845,0.118039,0.094962,-0.116329,-0.026495,-0.292588,-0.341524,-0.012271,-0.016219,-0.003085,0.002847,0.000743,0.028901,-0.003529,0.010607,0.006258,0.000253,-0.004148,0.003752,0.004243,0.009521,-0.007148,0.007109,-0.004191
Argentina_LagunaChica_1600BP:I8351,0.053497,-0.323954,0.117662,0.090117,-0.108636,-0.015339,-0.291648,-0.349832,-0.019021,-0.015672,-0.014128,-0.005995,0.003717,0.026286,-0.007193,0.002784,0.007041,-0.004054,-0.000628,0.006128,-0.005865,0.013107,-0.003574,-0.00482,-0.006227
Argentina_LagunaChica_6800BP:I8348,0.039838,-0.307705,0.117662,0.086564,-0.12033,-0.03263,-0.282013,-0.34014,-0.021066,-0.012939,-0.005684,0.004496,0.009366,0.011973,0.000679,0.004641,0.000913,-0.008108,0.01257,0.002501,-0.000749,0.006677,-0.004807,-0.005422,-0.006107
Argentina_LagunaChica_6800BP:I8349,0.045529,-0.314814,0.116153,0.095285,-0.115406,-0.014502,-0.275432,-0.336448,-0.010431,-0.02041,-0.001624,-0.010341,0.005649,0.024772,-0.014386,0.005701,0.007693,0.005068,0.009553,0.003877,-0.001497,0.001113,-0.001602,0.005061,-0.004191
Argentina_LagunaToro_2400BP:I12376,0.054635,-0.322938,0.125204,0.085595,-0.110482,-0.024542,-0.295173,-0.344755,-0.005113,-0.019135,-0.01023,-0.006145,0.012933,0.016652,-0.008143,-0.002254,0.006519,-0.003547,0.000754,0.006003,0.00287,0.004946,0.001602,0.005663,0.003113
Argentina_MitrePeninsula_Haush_400BP:I12356,0.053497,-0.313799,0.119547,0.099161,-0.115406,-0.020638,-0.293528,-0.350755,-0.005931,-0.015126,0,-0.006894,0.005649,0.021469,-0.004072,0.005701,0.003912,-0.003294,0.00264,0.000375,-0.001497,0.001113,0.000739,-0.006868,-0.001078
Argentina_MitrePeninsula_Haush_400BP:I12357,0.052359,-0.317861,0.125204,0.092701,-0.124331,-0.027889,-0.296583,-0.346832,-0.022498,-0.015308,0.002111,0.006594,0.001041,0.022708,-0.000679,0.00769,0.006128,-0.001267,0.005279,0.005503,-0.007861,-0.000371,-0.002711,0.003856,-0.003113
Argentina_MitrePeninsula_Haush_400BP:I12358,0.050082,-0.323954,0.118039,0.096577,-0.121561,-0.025658,-0.289768,-0.346139,-0.012067,-0.014214,-0.006008,0.006744,0.005054,0.022708,-0.002714,0.003978,0.00691,-0.000887,-0.000377,0.004877,-0.005989,0.001978,-0.007025,-0.001807,0.002036
Argentina_MitrePeninsula_Haush_400BP:I12359,0.05122,-0.322938,0.121056,0.091409,-0.115714,-0.022032,-0.292118,-0.353754,-0.01493,-0.01057,0.001137,0.000599,0,0.018579,-0.011401,0.002917,0.009388,-0.004814,0.004651,0.005253,-0.002995,0.000742,-0.004807,-0.004699,-0.000239
Argentina_MitrePeninsula_Haush_400BP:I12360,0.056912,-0.335125,0.119924,0.108852,-0.122484,-0.016455,-0.290943,-0.337601,-0.014317,-0.013668,0.006008,0.005245,-0.002825,0.041149,0.00665,0.013789,0.019818,-0.011909,0.001257,0.003001,-0.010606,0.008532,0.002342,0.006025,-0.002155
Argentina_MitrePeninsula_Haush_400BP:I12361,0.05805,-0.313799,0.140289,0.096254,-0.1231,-0.018128,-0.293528,-0.344524,-0.020657,-0.030069,0.005196,-0.002098,-0.014717,0.008945,0.008822,0.00358,0.01004,-0.00076,-0.004148,-0.000375,0,-0.00272,0.007025,0.002892,0.006945
Argentina_NorthTierradelFiego_Selknam_100BP.SG:MA577_noUDG.SG,0.055773,-0.307705,0.115022,0.104006,-0.111405,-0.014502,-0.294703,-0.349601,-0.013499,-0.015308,0.005196,-0.003147,0.001933,0.024222,-0.00475,0.006895,0.008605,-0.00038,-0.006913,-0.001251,-0.002496,0.003957,-0.006902,0.000482,-0.006227
Argentina_NorthTierradelFuego_LaArcillosa2_5800BP:I12362,0.055773,-0.316845,0.11653,0.095931,-0.112636,-0.01757,-0.280838,-0.342447,-0.006136,-0.019499,-0.000487,-0.004796,-0.003717,0.018992,-0.0095,0.005171,0.002347,0.006588,0.002514,0.006003,-0.005989,-0.001237,0.000986,-0.015062,-0.000479
Argentina_NorthTierradelFuego_Selknam_500BP:I12354,0.052359,-0.317861,0.119924,0.096577,-0.11756,-0.020917,-0.297523,-0.354908,-0.020043,-0.014761,-0.008769,-0.00045,0.001189,0.024359,-0.010993,0.006364,0.01017,-0.002534,-0.009804,-0.000875,0.00025,-0.002349,-0.003204,-0.002048,-0.002634
Argentina_NorthTierradelFuego_Selknam_500BP:I12363,0.054635,-0.320907,0.112382,0.097546,-0.115098,-0.015897,-0.294703,-0.357447,-0.01943,-0.012028,-0.005846,0.001499,0.001933,0.015827,-0.009365,0.007823,0.004694,-0.00038,-0.00088,-0.001126,-0.005615,0,0.000246,0.00494,-0.007185
Argentina_NorthTierradelFuego_Selknam_500BP:I12364,0.063741,-0.317861,0.115776,0.095608,-0.12587,-0.021475,-0.278958,-0.336217,-0.013294,-0.006743,-0.000487,0.008243,-0.005203,0.016102,-0.00285,0.000796,0.010952,0.003547,-0.005405,0.006628,0.006239,-0.001237,0.001725,-0.003735,0.003113
Argentina_NorthTierradelFuego_Selknam_500BP:I12366,0.056912,-0.318876,0.117662,0.097546,-0.116329,-0.019522,-0.296348,-0.353754,-0.011044,-0.023144,0.002111,-0.002997,0.001338,0.021607,-0.004479,0.005436,0.009779,0.00038,-0.001508,-0.002626,-0.002496,0.002473,-0.005423,-0.000602,0.007065
Argentina_NorthTierradelFuego_Selknam_500BP:I12367,0.059188,-0.31583,0.115022,0.0969,-0.120638,-0.026216,-0.281543,-0.341524,-0.019634,-0.012392,-0.01023,-0.000749,-0.0055,0.030552,-0.00285,0.00305,0.002738,0.002154,-0.007165,0.001501,-0.003743,0.005193,-0.010969,0.002048,-0.005987
Armenia_Achaemenid_Hellenistic:I16119,0.097888,0.122879,-0.05242,-0.046189,-0.039084,-0.013108,0.00893,-0.008307,-0.032724,-0.015672,0.000162,0.007194,-0.006244,0.006055,0.003393,-0.004508,-0.007171,-0.002914,0,-0.010005,0.001248,0.00507,-0.000123,-0.003976,-0.008981
Armenia_Aknashen_N:I3931,0.097888,0.128972,-0.080704,-0.058463,-0.04647,-0.008646,0.012456,-0.005538,-0.050108,-0.011481,0.005846,0.003447,-0.011893,-0.00055,-0.004886,0.015115,0.027381,0.004814,0.009302,-0.008754,0.011355,0.004575,-0.00419,0.001928,0.002754
Armenia_Antiquity:I10252,0.100164,0.13405,-0.065619,-0.05168,-0.037238,-0.006693,0.012456,-0.005538,-0.0452,-0.005467,-0.004222,0.000899,-0.011744,0.01101,-0.002307,-0.002121,0.007562,0.000887,-0.006536,-0.000875,0.011854,0.006183,-0.001356,-0.003735,-0.003233
Armenia_Beniamin_Achaemenid_Artaxiad_Hellenistic_Roman_possible.SG:R11651.SG,0.105855,0.139128,-0.05506,-0.060401,-0.029852,-0.024263,0.005875,-0.009461,-0.032315,-0.013485,0.002273,0.005245,-0.010109,0.007156,0.001221,-0.016043,-0.010561,0.0019,0.005908,-0.006503,0.001747,-0.006925,0.008258,0.000241,0.003113
Armenia_Beniamin_Achaemenid_Artaxiad_Hellenistic_Roman_possible.SG:R11653.SG,0.100164,0.145221,-0.056945,-0.050711,-0.037238,-0.012271,0.00893,-0.005538,-0.032519,-0.005467,0.005359,0.005095,-0.002527,0.004542,-0.004343,-0.001193,0.013299,-0.005448,-0.003268,0.002876,0.000125,0.00371,0.001232,-0.003615,0.003592
Armenia_Beniamin_Achaemenid_Artaxiad_Hellenistic_Roman_possible.SG:R11678.SG,0.102441,0.132019,-0.055437,-0.062016,-0.031698,-0.023706,-0.00188,-0.011538,-0.035792,-0.013303,0.000162,0.009442,-0.008771,0.006881,-0.0057,-0.007292,-0.015385,0.009375,0,-0.003502,0.007612,0.002226,0.003944,-0.004097,-0.003233
Armenia_Beniamin_Achaemenid_Artaxiad_Hellenistic_Roman_possible.SG:R11713.SG,0.103579,0.142174,-0.056945,-0.062662,-0.029852,-0.018407,0.008225,-0.006692,-0.033951,-0.003098,-0.001624,0.009591,-0.00892,0.010046,0,-0.012729,-0.001565,0.006461,-0.004148,-0.002376,0.002496,-0.004575,-0.002095,0.006868,-0.005269
Armenia_Beniamin_Achaemenid_Artaxiad_Hellenistic_Roman_possible.SG:R11714.SG,0.102441,0.135065,-0.060339,-0.055233,-0.03139,-0.019243,0.007285,-0.004615,-0.024747,-0.000547,0.004222,0.002698,-0.010852,0.00289,-0.005429,-0.001193,0.008605,-0.004307,0.00264,-0.003752,0.006114,0.003215,0.002095,-0.006507,0.00491
Armenia_Beniamin_Achaemenid.SG:R11540.SG,0.102441,0.141159,-0.049026,-0.061693,-0.028005,-0.01506,0.00094,0.002538,-0.040291,-0.004738,0.005034,0.008692,-0.001635,0.010872,-0.008958,-0.018695,-0.00665,-0.006714,-0.00176,5.00E-04,-0.000998,-0.00136,0.002711,-0.006025,-0.004071
Armenia_Beniamin_Artaxiad_Roman_possible.SG:R11541.SG,0.09675,0.136081,-0.054682,-0.05814,-0.028621,-0.018128,0.003995,-0.006461,-0.032315,-0.001093,0.001299,0.00045,-0.010704,0.000275,0.005022,0.012861,0.02725,0.003547,-0.00264,0.003252,0.010606,-0.000989,-0.003697,0.000361,-0.002994
Armenia_Beniamin_EIA.SG:R11668.SG,0.105855,0.131003,-0.031301,-0.014858,-0.037545,-0.001394,0.00658,0.000462,-0.049086,-0.02442,-0.001949,-0.000599,-0.005946,0.021744,0.004072,-0.004906,-0.009779,0.003294,-0.006034,-0.018634,-0.002745,0.002597,-0.003081,-0.006627,0.002994
Armenia_Beniamin_Hellenistic.SG:R11546.SG,0.104717,0.13405,-0.056945,-0.052326,-0.033852,-0.008925,0.0094,-0.004846,-0.027611,-0.01385,0.001461,-0.00015,0.003271,-0.000138,-0.014929,0.015115,0.018254,-0.008108,-0.001634,0.001126,-0.002995,-0.002473,-0.000863,-0.003735,-0.005868
Armenia_Beniamin_IA.SG:R11536.SG,0.110408,0.121864,-0.042238,-0.019057,-0.025543,-0.001673,0.00517,-0.001385,-0.0452,-0.022415,0.012504,-0.001798,-0.006095,-0.010459,0.005022,0.007558,0.014733,-0.003167,0.001634,0.006878,-0.007237,-0.003091,0.007888,0.000723,0.002634
Armenia_Beniamin_LBA.SG:R11545.SG,0.112685,0.127957,-0.033564,-0.010982,-0.038776,-0.000558,0.00611,-0.005077,-0.048063,-0.02041,0.002598,-0.003147,-0.00223,-0.003853,0.008958,-0.002387,-0.01004,-0.002787,0.001885,-0.004002,-0.000125,0.004451,0.002588,0.006507,0.00012
Armenia_Beniamin_LBA.SG:R11675.SG,0.108132,0.118817,-0.037712,-0.013889,-0.030775,0.003068,0.00611,-0.008538,-0.051131,-0.030616,-0.006008,0.004946,-0.00773,0.001514,0.011672,0.005967,0.00339,0.001774,-0.009553,0.004377,0.000624,0.006925,0.004314,0.000723,0.005508
Armenia_Beniamin_Sasanian.SG:R11538.SG,0.102441,0.138112,-0.059208,-0.054264,-0.029544,-0.01506,0.003995,-0.014769,-0.036201,-0.009294,-0.001949,0.009442,-0.018731,-0.010322,0.003664,-0.001856,0.010561,-0.0019,-0.002891,0.00988,0.010606,0.00272,0.001356,-0.002892,0.006826
Armenia_Beniamin_Sasanian.SG:R11542.SG,0.102441,0.129988,-0.057322,-0.043282,-0.035699,-0.02008,0.003055,-0.006,-0.044791,-0.01221,-0.001137,0.01094,-0.009514,-0.002202,0.0038,0.00053,0.011995,-0.000127,-0.002137,0,-0.002496,0.00272,0.011955,-0.000361,0.007185
Armenia_Beniamin_Sasanian.SG:R11543.SG,0.108132,0.144205,-0.058454,-0.056848,-0.028621,-0.016455,0.00235,-0.004154,-0.037428,0.00492,0.006983,0.004496,-0.012636,-0.000275,-0.007057,0.007558,0.031944,-0.006588,-0.002765,0.006878,0.002246,0.01051,0.003204,-0.000482,-0.000718
Armenia_Beniamin_Sasanian.SG:R11544.SG,0.102441,0.135065,-0.043746,-0.052649,-0.03139,-0.020638,0.010575,-0.001385,-0.045609,-0.016583,-0.002598,0.00045,0.002081,0.013074,-0.015608,-0.005701,0.003912,0.000127,0.005405,0.001251,0.010107,0.002226,-0.002465,0.001325,-0.00491
Armenia_Beniamin_Urartu_IA.SG:R11535.SG,0.104717,0.133034,-0.048271,-0.019703,-0.027082,0.001952,0.000705,0.000231,-0.043359,-0.022233,0.002436,0.006594,-0.006244,-0.00523,0.004886,0.000663,0.005476,-0.006841,-0.004902,0,0.005366,0.003833,-0.002218,0.00253,-0.000718
Armenia_C_Areni:I1407,0.110408,0.133034,-0.038466,-0.031331,-0.028928,-0.008646,-0.000705,-0.003692,-0.031088,-0.007472,0.013965,0.013188,-0.007879,-0.010046,-0.004207,0.005038,0.00339,0.005828,0.005028,-0.010505,0.000873,0.001113,-0.005423,-0.00723,-0.000599
Armenia_C_Areni:I1631,0.113823,0.136081,-0.027907,-0.01615,-0.026466,-0.004183,0.00235,-0.009692,-0.024338,-0.016583,0.010068,-0.00015,-0.008176,0.010597,-0.004479,-0.014717,-0.01369,0.000633,-0.009553,-0.000375,0.001747,0.008656,0.003821,-0.007109,0.004191
Armenia_C_Areni:I1632,0.105855,0.136081,-0.034695,-0.03876,-0.02462,-0.006693,0.006345,-0.006923,-0.021884,-0.000364,0.006333,0.006444,-0.011447,-0.006331,-0.0038,-0.011403,-0.009648,0.00266,0.004274,-0.005002,-0.003369,0.008037,0.001972,-0.000361,0.00467
Armenia_C_Areni:I1634,0.112685,0.129988,-0.031678,-0.02261,-0.033237,-0.010877,-0.000705,-0.007846,-0.02577,0.000729,0.001137,0.010341,-0.007136,-0.003165,-0.00285,-0.018165,-0.014603,0.00266,0.003017,-0.011005,-0.006114,-0.000124,0.003204,0,0.001557
Armenia_EarlyMedieval:I1630,0.102441,0.133034,-0.057699,-0.057494,-0.026466,-0.005857,0.003995,-0.000923,-0.020452,-0.003827,0.008607,0.002398,-0.005054,-0.001651,-0.0019,-0.000398,0.004563,0.008108,0.006411,-0.005002,0.002496,-0.006801,0.005176,0.006145,0.000359
Armenia_EarlyMedieval:I1659,0.105855,0.131003,-0.05506,-0.046189,-0.030159,-0.002231,-0.00611,-0.005769,-0.034769,-0.004374,-0.00682,-0.001948,-0.0055,0.001376,0.003122,-0.006497,-0.008866,-0.000633,0.003645,0.000125,-0.001373,-0.000371,-0.007518,-0.00241,0.005987
Armenia_EarlyMedieval:I1660,0.108132,0.135065,-0.049403,-0.046512,-0.033852,-0.013945,0.00047,-0.014538,-0.038041,-0.009659,0.00406,0.004946,-0.010852,0.001514,0.005157,-0.00358,-0.001173,0.001267,0.001634,0.003126,0.003868,0.006059,-0.000123,-0.002892,0.004071
Armenia_EBA_KuraAraxes_Berkaber:I14339,0.105855,0.128972,-0.067505,-0.032623,-0.051702,-0.005299,0.011045,-0.000923,-0.060539,-0.022051,0.003248,0.007194,-0.021853,0.006331,0.006515,-0.0118,0.004433,0.001774,-0.004651,0.009004,0.009858,-0.002226,-0.006039,-0.00976,-0.003712
Armenia_EBA_KuraAraxes_Berkaber:I14341,0.10927,0.139128,-0.071276,-0.036176,-0.047086,-0.001394,0.016451,-0.005307,-0.062584,-0.02278,0.004709,0.008243,-0.020069,-0.002477,0.003393,-0.006895,0.003651,0.001647,0.004148,0.002501,0.015847,0.007666,-0.000246,-0.012411,0.000718
Armenia_EBA_KuraAraxes_Berkaber:I15132,0.099026,0.131003,-0.072784,-0.039083,-0.055703,-0.006693,0.006815,-0.011076,-0.062789,-0.018953,0.000974,0.009142,-0.013379,0.010597,0.007193,0.001458,0.01004,-0.004561,-0.008422,-0.000125,0.012228,-0.001978,-0.002095,-0.00012,-0.000718
Armenia_EBA_KuraAraxes_Berkaber:I16920,0.097888,0.131003,-0.072784,-0.047158,-0.042469,-0.013108,0.008695,-0.010384,-0.053994,-0.012028,0.000812,-0.001199,-0.005203,-0.006055,0.001086,0.016706,0.018906,-0.005574,-0.012067,-0.002626,0.006239,-0.002102,-0.003574,0.003012,0.00491
Armenia_EBA_KuraAraxes_Kalavan:I1633,0.104717,0.125926,-0.069767,-0.039729,-0.044316,0.003068,0.016451,-0.01223,-0.062789,-0.025513,0.004547,0.005845,-0.016353,0.001789,0.011265,-0.000265,0.009257,-0.001647,0.003268,-0.003252,0.007736,-0.004822,0.003328,-0.003615,-0.003233
Armenia_EBA_KuraAraxes_Kalavan:I1635,0.106994,0.132019,-0.061094,-0.049419,-0.041238,-0.010877,0.00752,-0.006692,-0.058903,-0.020228,0.005684,0.008093,-0.013528,0.001651,0.005565,-0.001856,0.009909,0.000127,-0.007039,0.001,0.01148,-0.007914,0.002711,-0.003976,-0.000838
Armenia_EBA_KuraAraxes_Kaps:ARM001,0.101303,0.136081,-0.074293,-0.037791,-0.048624,-0.003068,0.012691,-0.012692,-0.067288,-0.021868,-0.00065,0.012739,-0.018731,0.007294,0.005157,-0.014187,-0.01343,-0.010388,0.002388,-0.002126,0.003369,0,-0.011462,-0.008676,0.000359
Armenia_EBA_KuraAraxes_Kaps:ARM002,0.097888,0.13405,-0.063733,-0.049096,-0.048009,-0.018686,0.003055,-0.014538,-0.061357,-0.014943,0.012666,0.004796,-0.017393,0.00523,0.00285,-0.00769,0.01356,0.00114,-0.004525,0.002126,0.005989,0.004204,0.008381,-0.008917,-0.005269
