,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
Abkhasian:462_R01C01,0.111547,0.114755,-0.041106,-0.04199,-0.040623,-0.008925,0.011751,-0.006692,-0.061153,-0.02041,0.001137,0.007643,-0.026908,0.000275,0.001086,-0.017237,0.015776,-0.009375,-0.013952,0.019509,0.015847,0.005317,0.002958,-0.011447,-0.000479
Abkhasian:462_R01C02,0.113823,0.114755,-0.048271,-0.042313,-0.039392,-0.002789,0.014336,-0.003692,-0.06463,-0.019317,-0.000487,0.008542,-0.028692,0.002202,0.0038,-0.023203,0.013951,-0.003547,-0.015335,0.02101,0.013601,0.00643,0.003328,-0.003012,-0.001796
Abkhasian:ABKH1,0.111547,0.127957,-0.056191,-0.046189,-0.03139,-0.007809,0.011986,-0.006461,-0.06013,-0.02041,0.001786,0.014687,-0.031962,0.011423,-0.000814,-0.030893,-0.00691,-0.007221,-0.014078,0.020885,0.018467,-0.003833,0.002588,-0.013616,-0.005269
Adygei:247_R01C02,0.112685,0.1046,-0.03017,-0.026809,-0.030159,-0.001394,0.008695,-0.001846,-0.047859,-0.019864,0.000812,0.006444,-0.017245,0.001927,0.00285,-0.016839,0.005085,-0.00076,-0.013701,0.015507,0.003619,0.003586,0.004807,-0.004699,0.001437
Adygei:247_R02C01,0.108132,0.094444,-0.021873,-0.00969,-0.034468,0.000837,0.015276,-0.005769,-0.04704,-0.021868,0,0.010641,-0.022299,0.008945,0.008415,-0.021347,0.001173,-0.004814,-0.014078,0.014257,0.013351,0.001113,-0.001849,-0.009037,0.000479
Adygei:247_R02C02,0.1161,0.105615,-0.032055,-0.014535,-0.039392,-0.00502,0.0047,-0.005077,-0.052563,-0.032438,0.003248,0.009591,-0.018731,0.00055,0.002172,-0.005569,0.020079,-0.004561,-0.008673,0.028889,0.003868,-0.001237,0.008011,-0.008917,-0.009101
Adygei:261_R01C01,0.119514,0.110693,-0.032432,-0.025517,-0.038776,-0.006136,0.00705,-0.003231,-0.062584,-0.030798,0.002436,0.00015,-0.021407,0.003716,0.004072,-0.010607,0.016168,-0.007348,-0.00729,0.024887,0.012728,-0.00643,-0.003328,-0.008796,-0.005987
Adygei:261_R01C02,0.113823,0.106631,-0.036581,-0.015504,-0.030775,-0.000279,0.01081,-0.007154,-0.052563,-0.023144,0.005196,0.008093,-0.022894,-0.001101,0.007329,-0.015911,0.009648,-0.006461,-0.013701,0.014382,0.016097,0.001607,0.001972,-0.011447,-0.009819
Adygei:261_R02C01,0.113823,0.107646,-0.029415,-0.020672,-0.03693,0.002231,0.002115,-0.005769,-0.044791,-0.02278,-0.001461,0.009442,-0.017096,0.012386,0.0057,-0.028772,-0.006128,-0.005574,-0.014581,0.018259,0.003244,0.002226,0.002095,-0.012893,-0.003233
Adygei:262_R01C01,0.111547,0.113739,-0.036204,-0.016796,-0.030775,-0.00502,0.012926,0.001615,-0.052563,-0.03098,0.002761,0.009891,-0.026462,0.005505,0.011943,-0.027048,-0.000782,-0.001647,-0.010559,0.016508,0.02009,0.006554,0.001109,0.001566,-0.001676
Adygei:262_R01C02,0.108132,0.102568,-0.024513,-0.020026,-0.030467,0.000558,0.009635,-0.001615,-0.048677,-0.016583,-0.00065,0.007343,-0.019921,0.008395,0.008143,-0.016706,0.010691,-0.000507,-0.01345,0.022136,0.006738,0.004946,0.005053,-0.005422,0.002754
Adygei:262_R02C01,0.111547,0.084289,-0.024513,-0.023579,-0.029236,-0.004462,0.011281,0,-0.056653,-0.019499,-0.006171,0.006145,-0.015461,0.000688,-0.003529,-0.003315,0.022165,-0.009882,-0.01169,0.019384,0.006364,-0.004328,0.005546,-0.005663,-0.000479
Aeta:GS000035250,-0.021626,-0.321923,-0.098428,0.041667,0.099095,-0.01004,0.002585,-0.011076,0.008385,0.003645,0.04011,3e-04,-0.005946,0.000413,0.004207,-0.001591,0.005085,0.004434,-0.002011,0.006003,0.003494,-0.016322,-0.007025,-0.007832,-0.059396
Aeta:GS000035257,-0.011382,-0.344264,-0.086361,0.024871,0.109251,-0.003068,0.002115,-0.016845,0.001023,-0.000729,0.044819,0.003597,-0.008474,0.003303,0.005157,0.001724,0.012256,0.009882,0.003771,0.000375,0.003244,-0.019537,-0.005053,-0.007109,-0.049337
Afrikaner:AFR001,0.10927,0.127957,0.043746,0.033592,0.041238,0.010598,0.00188,0.004846,0.005318,0.006014,-0.004222,0.002847,-0.007433,-0.018304,0.013572,0.017369,0.011995,0.002027,0.00352,0.006378,0.003119,0.001484,0.003697,0.010604,0.002634
Afrikaner:AFR002,0.111547,0.119832,0.056568,0.046512,0.038776,0.021475,0.003995,0.000923,0.005318,0.003827,-0.001299,0.000899,-0.005946,-0.013625,0.011129,0.002121,-0.00352,0.001774,-0.005028,0.004502,-0.001622,0.001731,0.002835,0.00735,0.006466
Afrikaner:AFR014,0.112685,0.12491,0.051666,0.03876,0.035083,0.014781,0.00564,0.002077,0.009204,0.008565,-0.004384,0.002398,-0.007582,-0.003441,0.014658,-0.005569,-0.011604,0.006081,0.004777,-0.000125,0.008235,-0.001113,0.001232,0.008435,0.000599
Afrikaner:AFR018,0.119514,0.137096,0.05242,0.037145,0.035391,0.01255,0.007755,0.010384,0.006136,0.005649,-0.003085,0.009292,-0.011447,-0.00867,0.014794,0.001193,0.001565,-0.00076,-0.003645,0.008004,0.002121,0.000495,-0.00037,0.013375,-0.003233
Afrikaner:AFR019,0.124067,0.132019,0.049403,0.027778,0.034776,0.014223,-0.001175,0.001846,0.003272,0.002551,-0.009256,0.001199,-0.004608,-0.013487,0.009908,0.010209,0.014081,0.002407,-0.001508,0.006628,0.003993,-0.001113,0.003328,0.005904,-0.006227
Afrikaner:AFR021,0.122929,0.12491,0.058454,0.042636,0.03416,0.017849,0.00094,0.011307,0.007976,0.004738,-0.006333,0.002398,-0.000297,-0.004542,0.012351,0.002519,-0.008996,0.004687,-0.00088,0.002001,0.003494,0.00643,0.007272,0.011568,0.005987
Afrikaner:AFR022,0.110408,0.129988,0.050911,0.041667,0.030775,0.010877,0.003995,0.008538,0.009613,0.003098,-0.00747,0.005395,-0.007136,0,0.021444,-0.005569,-0.02021,0.003674,0.001885,0.002626,0.002121,0.000247,-0.000616,0.014219,0.005987
Afrikaner:AFR024,0.111547,0.132019,0.061848,0.042636,0.038776,0.021475,0.00799,0.011538,0.006749,-0.000364,-0.004872,0.002997,-0.009514,-0.009083,0.014522,0.01485,0.011865,0.004181,-0.002011,0.013757,0.003619,0.002102,-0.00037,0.012652,-0.008382
Afrikaner:AFR035,0.119514,0.136081,0.052043,0.047158,0.034468,0.017291,0.00658,0.010846,0.006954,0.002005,0.004384,0.002847,-0.007879,-0.003853,0.014386,-0.003845,-0.018906,0.008868,0.005405,0.003752,0.006114,-0.001484,0.000739,0.008194,0.000838
Afrikaner:AFR046,0.110408,0.123895,0.050157,0.042959,0.038469,0.012829,0.003995,0.006231,-0.000614,0.00328,-0.009256,0.004196,-0.005352,0.003165,0.014251,0.00769,0.002347,0.003927,0.005656,0.007128,-0.000374,0.003215,-0.003081,0.006507,0.000359
Afrikaner:AFR049,0.117238,0.128972,0.046386,0.037468,0.032314,0.017849,0.008695,0.007846,0.001841,0.015308,0.001949,0.007643,-0.011596,-0.001789,0.010993,0.00053,-0.004433,0.005194,0.007542,-0.001126,0.001248,0.003091,-0.003451,0.013375,-0.005508
Afrikaner:AFR051,0.103579,0.128972,0.053928,0.041667,0.038776,0.020359,0.002115,0.006231,0,0,0.001299,0.004646,-0.010704,-0.004129,0.021172,-0.004773,-0.017602,0.003801,0.012318,0.003377,0.001996,0.001607,0,0.006025,-0.00012
Afrikaner:AFR053,0.124067,0.13405,0.054682,0.036499,0.038161,0.012829,-0.000705,0.004615,0.007772,0.007289,-0.006008,0.007044,-0.012487,-0.008945,0.019272,0.001856,-0.002217,-0.000633,0.001257,0.007504,0.011355,0.001607,0.003944,0.001566,0.003353
Afrikaner:AFR056,0.118376,0.137096,0.052797,0.036822,0.041238,0.005578,0.00611,0.004615,0.009613,0.004556,-0.001949,0.004946,-0.01442,-0.012248,0.015201,0.005038,-0.009909,-0.000507,0.000754,0.004002,0.004742,0.007543,-0.003697,0.020244,-0.001796
Afrikaner:AFR057,0.121791,0.128972,0.05242,0.031008,0.037238,0.01506,0.004465,0.008307,0.012271,0.012939,0.000812,0.006444,-0.011744,-0.010872,0.007872,0.005304,-0.005607,0.003674,0.002514,-0.001,0.001248,0.002597,-0.002588,0.004097,-0.00012
Afrikaner:AFR064,0.110408,0.122879,0.049403,0.044574,0.03693,0.019243,0.001175,0.003,0.013499,0.005649,-0.001949,0.002847,-0.005352,-0.000826,0.009772,-0.001724,-0.01369,0.00076,-0.001885,0.005878,0.001996,0.001484,0.00037,0.006386,0.007424
Afrikaner:AFR067,0.103579,0.122879,0.04186,0.037145,0.032621,0.023985,0.01034,0.002308,0.008385,-0.005285,-0.003085,0.00045,-0.0055,0.005092,0.010179,-0.00769,-0.019558,0.009755,0.007039,-0.000375,0.001996,0.001484,0.003451,0.007832,0.00491
Afrikaner:AFR076,0.12862,0.116786,0.046386,0.036176,0.041546,0.011713,0.000705,0.010153,0.008795,0.011116,-0.012829,0.005245,-0.013528,-0.014313,0.017101,0.003978,-0.009779,0.003167,0.005531,0.005253,-0.001248,0.004575,-0.002588,0.012291,0.003113
Afrikaner:AFR081,0.112685,0.131003,0.04978,0.047158,0.033237,0.015897,0.001645,0.005769,0.004295,0.008565,-0.00682,0.003447,-0.014717,-0.009634,0.021037,0.005701,-0.0103,0.00114,0.000754,-0.004252,-0.00262,-0.000371,-0.004067,0.015183,-0.003113
Afrikaner:AFR086,0.125205,0.139128,0.057699,0.039083,0.035083,0.01255,0.00282,0.006692,0.008181,0.002734,-0.005034,0.008243,-0.004014,-0.003303,0.012079,-0.006762,-0.022035,0.00076,0.003897,0.000875,0.009234,0.004946,-0.001479,0.008435,-0.001676
Afrikaner:AFR089,0.103579,0.132019,0.061094,0.041344,0.037238,0.010598,0.005875,0.007154,0.001636,0.000729,-0.01153,0.006145,-0.009663,-0.013074,0.016015,0.012861,0.002999,0.004561,0.007039,0.001,0.004492,0.002226,0.002835,0.013978,-0.000239
Afrikaner:AFR094,0.12862,0.136081,0.059585,0.028424,0.048932,0.010319,-0.00094,0.007384,0.010635,0.011116,-0.001461,0.002548,-0.013231,-0.013625,0.010315,0.013259,0.013169,0.00228,0.002263,0.011881,0.007986,0.004575,0.002711,0.012893,-0.004191
Agta:GS000035392,-0.020488,-0.340202,-0.097674,0.026163,0.107712,-0.006414,-0.00047,-0.00923,0.005318,0.000364,0.043358,0.002398,-0.002676,-0.007844,0.0038,0.00305,0.011474,0.013682,0.007793,-0.002501,-0.001497,-0.031655,-0.013557,-0.006748,-0.069215
Agta:GS000035435,-0.021626,-0.322938,-0.093526,0.042313,0.10125,-0.021475,0.000705,-0.009,0.008795,0.002369,0.038811,0.006744,-0.006244,-0.004679,0.003664,-0.002519,0.007432,0.009628,0.002388,0.00963,0,-0.024731,-0.00949,-0.009519,-0.053887
Akha:AKHA1,0.017073,-0.423476,-0.01961,-0.045543,0.0834,0.035698,-0.00188,-0.003461,-0.003068,-0.002916,-0.023709,-0.000749,0.005352,0.000413,-0.004072,-0.006099,0.006389,-0.010895,-0.015209,-0.001,-0.009234,0.018177,0.002218,0.002651,0.030776
Akha:AKHA12,0.011382,-0.436678,-0.023004,-0.050065,0.081554,0.034582,-0.00611,-0.008769,-0.003477,0.00164,-0.027281,-0.006145,-0.000892,-0.000138,0.000136,-0.000928,0.005476,-0.001014,-0.001634,0.000875,-0.003993,0.021763,0.002835,0.00012,0.029578
Akha:AKHA14,0.017073,-0.438709,-0.02225,-0.049742,0.08894,0.030399,-0.001175,-0.008769,-0.006136,-0.002369,-0.020948,-0.005095,0.000149,-0.004542,-0.00855,-0.004508,0.003781,-0.002787,-0.007039,-0.00025,-0.00262,0.013107,-0.006162,0.000602,0.033769
Akha:AKHA17,0.014797,-0.427538,-0.011314,-0.040698,0.073244,0.036256,0.019506,-0.001154,-0.006545,0.000729,-0.031666,-0.004496,0.001041,0.002202,-0.006243,0.001591,-0.000522,-0.005828,-0.008547,0.005127,-0.00262,0.018795,-0.00037,0.004097,0.042272
Akha:AKHA18,0.018212,-0.4316,-0.020742,-0.04845,0.078784,0.037929,0.003995,0.003231,-0.008999,-0.003462,-0.019974,0.001349,0.000892,0.000826,-0.009365,0.000663,0.007041,-0.008108,-0.004399,0.01088,-0.010232,0.014838,0.011955,-0.001446,0.034727
Akha:AKHA20,0.017073,-0.429569,-0.021873,-0.046835,0.085247,0.042391,0.0094,-0.005307,-0.007772,-0.003462,-0.026956,0.00015,0.006541,-0.012248,-0.00285,0.010209,-0.000652,0.003167,-0.008296,0,-0.011105,0.024854,0.000616,0.010724,0.036643
Akha:AKHA21,0.015935,-0.434647,-0.021119,-0.047481,0.080938,0.038487,-0.00752,-0.006923,-0.003681,-0.003827,-0.026145,-0.002098,0.005649,0.002477,-0.009229,0.005304,0.002086,-0.011529,-0.014078,0.005503,0.002496,0.028811,0.008134,0.004579,0.025507
Akha:AKHA23,0.018212,-0.439724,-0.010936,-0.053295,0.080323,0.030399,-0.007755,-0.009692,-0.005931,0.003462,-0.030204,-0.007493,-0.002081,0.002615,-0.001086,0.009016,0.004172,-0.004181,-0.004651,0.003001,-0.000499,0.021516,0.008751,0.000482,0.030776
Akha:AKHA27,0.014797,-0.434647,-0.01697,-0.045866,0.070167,0.035419,-0.003055,0.001385,-0.00634,0.005467,-0.025333,-0.004196,-0.005054,-0.000138,-0.007193,0.001326,0.002868,-0.000127,0.002388,0.004627,-0.006863,0.016199,0.003204,0.001325,0.03353
Akha:AKHA29,0.015935,-0.436678,-0.024136,-0.053941,0.076014,0.038487,-0.001645,-0.000923,-0.00225,-0.000182,-0.027444,-0.002698,0.001041,-0.000138,-0.007465,0.000265,0.008866,-0.006081,-0.013827,0.006003,0.000374,0.022381,0.008011,0.00494,0.034967
Akha:AKHA30,0.014797,-0.428553,-0.022627,-0.051357,0.076322,0.029562,-0.00752,-0.011538,-0.00634,-0.00164,-0.017538,0.002548,0.00773,-0.009358,0.00095,-0.005304,-0.00326,-0.002407,-0.007542,0.013757,0.000499,0.020155,0.010476,0.001084,0.039517
Akha:AKHA31,0.018212,-0.433631,-0.026776,-0.050065,0.079092,0.041276,-0.006345,-0.006,0.000205,-0.001276,-0.0177,-0.001199,0.003717,-0.004266,-0.009636,0.001061,-0.004172,-0.004941,-0.009176,-0.005253,0.002121,0.021021,0.011585,-0.003615,0.026584
Akha:AKHA33,0.010244,-0.439724,-0.017348,-0.059432,0.079399,0.032909,-0.000235,-0.003692,-0.015544,-0.000182,-0.027768,-0.007343,-0.000595,-0.00867,-0.010179,0.001856,0.004694,0.00114,-0.007039,0.009379,-0.004367,0.023989,0.005669,-0.007109,0.034009
Akha:AKHA34,0.013659,-0.439724,-0.014331,-0.062016,0.072321,0.031794,0.00611,-0.006923,-0.007772,0.000547,-0.028743,-0.003747,-0.007136,-0.001376,0.005429,-0.013392,-0.002086,-0.006714,-0.000377,0,0.000749,0.014715,0.010353,0.005422,0.037242
Akha:AKHA37,0.022765,-0.430584,-0.023759,-0.054264,0.077245,0.043507,0.00141,0.004615,-0.014112,-0.001458,-0.02923,-0.008542,0.00446,0.000688,-0.00475,-0.009812,0.001043,0.000633,0.003897,0.010005,-0.006114,0.020155,0.004314,0.006266,0.037122
Akha:AKHA39,0.01935,-0.433631,-0.031301,-0.036822,0.08063,0.042391,0.001645,-0.003923,-0.000614,-0.006378,-0.035238,-0.006444,0.007433,-0.001101,-0.003393,-0.001061,0.002999,-0.003167,-0.008547,0.006503,0.002995,0.021392,-0.008504,0.002651,0.026944
Akha:AKHA40,0.009106,-0.442771,-0.015085,-0.053618,0.086785,0.037092,0.00423,-0.006231,-0.014726,-0.003098,-0.029555,-0.004196,0.009068,-0.006331,-0.008686,0.002917,-0.005346,-0.003927,-0.007039,0.009254,0.005865,0.019166,0.003574,-0.004579,0.029099
Akha:AKHA41,0.025041,-0.429569,-0.023759,-0.052972,0.07109,0.029284,0.001175,-0.004384,-0.008385,-0.000911,-0.024033,-0.006145,-0.00446,-0.001927,-0.000136,0.005171,-0.001695,-0.001014,-0.00264,-0.002001,0.001123,0.029306,0.009983,0.008676,0.034129
Akha:AKHA44,0.018212,-0.426522,-0.019233,-0.049096,0.093556,0.035977,0.00564,0.001385,-0.008385,0.002551,-0.018025,-0.003747,0.003122,-0.005367,-0.00475,-0.006762,-0.00352,-0.00228,-0.004274,0.005628,0.001123,0.021021,-0.003944,0.001807,0.026944
Akha:AKHA46,0.011382,-0.441755,-0.025267,-0.044574,0.082785,0.044901,-0.00047,0.003923,-0.003886,-0.004191,-0.028093,-0.003897,-0.001784,-0.008808,0.002307,0.002387,0.007302,-0.00076,-0.005531,0.007754,-0.000998,0.025349,0.000739,0.001566,0.01892
Akha:AKHA47,0.01935,-0.433631,-0.013953,-0.052003,0.084323,0.047411,-0.001645,-0.005769,-0.007363,-0.001093,-0.027606,-0.00015,0.004311,-0.002064,-0.003529,0.001458,0.00665,-0.002534,-0.00088,0.003752,0.004742,0.018301,0.006162,0.001928,0.036284
Akha:AKHA5,0.018212,-0.4316,-0.015462,-0.046189,0.076937,0.032072,0.00141,-0.006692,-0.006545,0.001276,-0.023222,-0.006594,0.000892,-0.00289,0.000136,0.000398,-0.000522,-0.010008,-0.005782,0.001626,-0.006239,0.017806,0.000863,0.005904,0.029458
Akha:AKHA52,0.01935,-0.423476,-0.020365,-0.050711,0.090478,0.035977,0.01034,0.005077,-0.002454,0.00492,-0.024033,-0.002098,0.000595,-0.00289,-0.007193,-0.003713,0.002477,-0.000887,-0.008045,0.007879,0.002995,0.021145,-0.000863,-0.001928,0.033171
Akha:AKHA53,0.017073,-0.434647,-0.025267,-0.052326,0.079092,0.034861,0.003055,-0.005538,-0.004909,-0.006196,-0.020136,-0.010641,0.007582,-0.004679,-0.006515,-0.005304,-0.002347,-0.002787,-0.006536,0.005628,0.003993,0.020155,0.006532,-0.001084,0.024788
Akha:AKHA54,0.010244,-0.439724,-0.015085,-0.052649,0.0834,0.035419,0.00235,-0.009923,-0.008795,-0.003462,-0.028743,0.003747,0.003717,-0.003028,-0.004343,-0.002652,0.009388,-0.001014,-0.008422,0.007379,0.001248,0.026585,-0.003574,0.004097,0.036284
Akha:AKHA56,0.017073,-0.436678,-0.025644,-0.050065,0.0834,0.038487,-0.001175,-0.002077,-0.010431,-0.008747,-0.030204,-0.002548,0.010406,-0.00578,0.002172,-0.004375,0.002086,-0.00228,-0.012318,0.001126,-0.005241,0.021763,0.010846,0.004579,0.025746
Akha:AKHA57,0.020488,-0.435662,-0.024136,-0.056525,0.091094,0.031515,0.00141,-0.003,-0.010635,0.001458,-0.03264,-0.010641,0.000743,0.00055,-0.000543,0.00358,0.004824,-0.009375,-0.008925,-0.002751,-0.003868,0.028811,0.012325,-0.003856,0.02395
Akha:AKHA58,0.012521,-0.4316,-0.024136,-0.050711,0.081554,0.034582,0.000705,0.005769,-0.005113,-0.004009,-0.02241,0.001798,-0.001041,-0.003028,-0.003664,-0.000663,-0.000261,-0.002154,-0.004022,0.004377,0.003244,0.017806,0.003204,0.006868,0.036164
Akha:AKHA59,0.018212,-0.427538,-0.020742,-0.045866,0.078784,0.031515,-0.006815,-0.003231,-0.000614,-0.002005,-0.021435,-0.004196,0.000892,-0.000138,0.00095,-0.000265,-0.002999,-0.005701,-0.007165,0.001501,0.000374,0.011129,0.003081,0.005784,0.024908
Akha:AKHA60,0.013659,-0.434647,-0.023004,-0.060401,0.091402,0.032072,0.007755,-0.007615,-0.004704,-0.002551,-0.029068,-0.013788,0.00892,0.003441,-0.0076,0.000796,0.001173,0.000253,-0.003394,0.007879,-0.005865,0.031284,0.005423,0.005302,0.036763
Akhvakh:GRC10044892,0.112685,0.108662,-0.030547,0.004845,-0.040315,0.009203,0.00517,-0.001154,-0.054608,-0.039545,-0.001949,0.005695,-0.015461,-0.00867,0.015472,0.006895,0.007823,-0.001394,-0.00729,0.005378,0.005116,0.009521,0.005423,0.008073,-0.00455
Akhvakh:GRC10044893,0.112685,0.11577,-0.028284,0.013889,-0.040623,0.01004,0.002115,-0.000231,-0.068106,-0.040274,-0.000812,0.009591,-0.012042,-0.008945,0.00855,0.001061,0.01004,-0.005448,-0.006034,0.008379,-0.004617,0.003586,0.00493,0.007471,-0.001078
Akhvakh:GRC10044895,0.122929,0.110693,-0.019987,0.020026,-0.042469,0.011435,0.00846,-0.000231,-0.055221,-0.04319,-0.010718,-0.005395,-0.01442,-0.009634,0.018865,0.015513,0.012647,0.005194,0.001257,0.00963,0.000125,0.000742,0.011092,-0.001807,0.004311
Akhvakh:GRC10044896,0.118376,0.106631,-0.013576,0.024548,-0.039084,0.005578,0.003995,-0.002538,-0.062789,-0.046835,0.000812,0.016335,-0.015907,-0.014726,0.012215,-0.009016,0.008345,0.000253,-0.006913,0.002876,-0.000749,0.000495,0.006779,0.004458,0.003592
Akhvakh:GRC10044897,0.114961,0.107646,-0.01697,0.012274,-0.039392,0.016733,0.00705,-0.011538,-0.058698,-0.048293,-0.014453,0.006894,-0.013379,-0.006606,0.013301,-0.00053,-0.00665,-0.003674,-0.005405,-0.001126,-0.001373,-0.001855,0.000863,-0.00494,-0.00012
Akhvakh:GRC10044898,0.120652,0.103584,-0.022627,0.026486,-0.043085,0.018686,0.00564,-0.005769,-0.060539,-0.047928,0.001624,0.004796,-0.019921,-0.013074,0.022937,0.008221,0.01017,-0.002914,-0.001885,0.006003,0.004492,-0.003091,0.008627,0.016147,-0.006107
Akhvakh:GRC10044900,0.118376,0.09546,-0.023381,0.026486,-0.040931,0.01757,-0.0047,-0.002077,-0.063198,-0.045377,-0.005034,0.008842,-0.011596,-0.018854,0.017101,0.002254,0.013821,-0.005448,-0.007793,0.004502,-0.005865,-0.003462,0.002218,0.015183,-0.00479
Akhvakh:GRC10044901,0.122929,0.103584,-0.021119,0.018088,-0.037545,0.009482,0.001175,-0.004615,-0.061766,-0.038999,-0.014453,0.008243,-0.011447,-0.011147,0.0095,-0.004375,-0.023208,0.005068,-0.001006,0.004877,0.001872,0.002102,0.000493,0.00482,-0.002395
Akhvakh:GRC10044902,0.113823,0.111708,-0.01961,0.01292,-0.0397,0.01506,0.008225,-0.002308,-0.059925,-0.047564,-0.003085,0.008542,-0.015163,-0.0139,0.020765,-0.003713,-0.001434,-0.003167,-0.005405,-0.000875,0.003993,0.001237,0.003451,0.01217,-0.003592
