,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
Ethiopian_Tigray,-0.215059,0.107109,-0.034828,-0.084854,0.000199,-0.039848,-0.016575,-0.000611,0.101287,-0.060492,-0.002359,-0.013779,0.019763,0.001449,0.021021,-0.009445,0.011604,0.000194,0.005856,0.003046,0.003853,0.006525,-0.003038,0.003055,-0.00455
Ethiopian_Wolayta,-0.311875,0.087336,-0.02577,-0.062878,-0.000102,-0.030771,-0.000862,-0.012692,0.10683,-0.07417,-0.008119,-0.01114,0.004113,-0.001789,0.025515,-0.017237,0.011517,0.006588,0.005866,-0.002043,0.00262,0.004081,-0.004396,0.000924,-0.003034
Even,0.040976,-0.433225,0.140063,-0.016731,-0.140765,-0.083277,0.027261,0.036045,0.030188,0.025149,0.057713,0.010371,-0.012577,0.007156,-0.016748,-0.015062,-0.00279,0.020143,0.039796,0.018359,0.05962,-0.060095,0.007814,0.015496,0.0228
Evenk,0.041103,-0.426522,0.13283,-0.018734,-0.139359,-0.084163,0.029455,0.040806,0.026281,0.020866,0.061455,0.008975,-0.014527,0.010712,-0.002028,-0.00053,0.003361,0.006743,0.012549,-0.002189,0.030932,-0.014117,0.012688,0.005007,0.012148
Evenk_o,0.05179,-0.354928,0.117285,-0.017442,-0.097711,-0.060519,0.024559,0.032422,0.017998,0.017404,0.034832,0.001798,-0.010406,0.003578,0.003189,-0.001856,0.002868,0.006905,0.017535,0.006378,0.019029,-0.01014,0.003451,0.006567,0.006706
Ezhava,0.042684,-0.079719,-0.165933,0.103037,-0.077091,0.061356,-0.000588,0.008307,0.041518,0.028793,-0.009743,0.000375,0.001487,0.001514,-0.004614,0.000862,0.012126,-0.000253,-0.005405,0.005127,0.012041,-0.002226,-0.002896,0.005603,-0.003293
Ezid,0.09207,0.111821,-0.059543,-0.031403,-0.037922,-0.001921,0.00141,-0.004923,-0.025316,-0.010185,0.000343,-0.001382,0.003254,-0.00208,0.00291,0.010313,-0.000985,0.003167,0.003017,-0.004836,0,-0.001127,0.000562,-0.004673,0.003659
Finnish_Central,0.13077,0.086658,0.089419,0.07831,0.029544,0.02414,0.010419,0.015025,0.003159,-0.024055,0.003609,-0.006394,0.012768,0.005459,0.002021,0.00056,-0.007186,-0.000451,-5.6e-05,0.002626,0.008083,-0.001869,0.001479,0.008649,0.004338
Finnish_East,0.125855,0.078776,0.094388,0.083842,0.02739,0.020877,0.007554,0.013945,0.004587,-0.03059,0.007377,-0.0079,0.016225,0.002084,-0.004072,0.008902,0.011008,-0.001647,-0.001365,0.006021,0.009751,0.001131,0.001197,0.008005,0.00207
Finnish_North,0.128762,0.078323,0.093149,0.079014,0.027505,0.024577,0.00893,0.015201,0.004704,-0.02754,0.004811,-0.007025,0.016241,0.00812,0.001035,-0.007955,-0.017227,0.001283,-0.000628,0.002376,0.009249,0.000495,0.000632,0.005859,0.005688
Finnish_Southeast,0.132035,0.09072,0.088456,0.077197,0.033271,0.021072,0.009139,0.014051,0.002818,-0.021828,0.003103,-0.005861,0.011513,0.002982,0.001764,0.012714,0.012821,-0.000985,-0.001508,0.008254,0.008111,-0.000769,0.002054,0.008796,-0.000971
Finnish_Southwest,0.131323,0.096856,0.086313,0.07211,0.033737,0.022974,0.008549,0.014047,0.004474,-0.020889,0.003897,-0.005807,0.011465,0.008584,0.005293,-0.008569,-0.020112,0.001441,0.001587,-0.000219,0.006863,0.000526,0.002773,0.005121,0.003907
French_Alsace,0.127311,0.140372,0.050317,0.022432,0.038423,0.008911,0.00292,0.004875,0.006852,0.010679,-0.003134,0.004578,-0.009444,-0.00417,0.008561,0.003066,-0.004893,0.002439,0.003243,-0.000716,0.002764,0.001156,-0.001322,0.007137,-0.000314
French_Auvergne,0.125416,0.144656,0.04742,0.012992,0.043472,0.003997,-0.000339,0.002513,0.015407,0.022172,-0.002466,0.007355,-0.013969,-0.009669,0.008299,0.001483,-0.000787,0.001497,0.003073,-0.000213,0.001858,0.003737,-0.002282,0.001816,-8.9e-05
French_Bearn,0.126799,0.144814,0.053589,0.006008,0.053949,0.002175,-0.001692,-0.002054,0.024461,0.039891,-0.008866,0.010236,-0.018999,-0.014327,0.014169,0.001578,-0.005724,-0.000899,-0.001735,-0.003302,0.005465,0.003141,-0.006643,-0.00817,0.000683
French_Bigorre,0.128051,0.147353,0.052269,0.00533,0.052225,-0.000837,-0.001669,0.000162,0.024809,0.03827,-0.003085,0.007883,-0.021481,-0.014148,0.00874,0.000186,-0.003559,0.002369,-0.000892,-0.002914,0.002508,-0.00089,-0.003291,-0.005904,0.00103
French_Brittany,0.131466,0.13834,0.05785,0.039285,0.039169,0.015813,0.003155,0.004211,0.008186,0.00949,-0.005131,0.00559,-0.014368,-0.013102,0.018343,0.004399,-0.007302,0.00128,-0.000462,0.001773,0.004467,0.001787,-0.001254,0.010547,0.000659
French_Chalosse,0.128734,0.14776,0.051892,0.011176,0.051333,0.002761,0.00047,0.001777,0.025259,0.039655,-0.002696,0.008947,-0.020337,-0.015083,0.011088,0.002824,-0.005424,0.001672,-0.000779,-0.002239,0.008273,0.002844,-0.007691,-0.007664,-0.002096
French_Corsica,0.120327,0.151822,0.01953,-0.023002,0.035039,-0.01004,-0.001846,-0.000561,0.015705,0.033792,-0.000603,0.007461,-0.013231,-0.007107,-0.004537,-0.000597,0.004042,0.001249,0.002451,-0.003046,-0.000392,0.000247,-0.002579,-0.001386,-0.00053
French_Nord,0.128275,0.140543,0.051357,0.025605,0.038273,0.008891,0.001097,0.00442,0.008373,0.012016,-0.003484,0.004033,-0.010861,-0.008182,0.011199,0.002543,-0.004607,0.002227,0.004095,0.001031,0.002133,0.001525,-0.001572,0.007471,1.4e-05
French_Occitanie,0.127039,0.144883,0.048879,0.017908,0.043376,0.003416,0.000522,0.003891,0.014856,0.023589,-0.003288,0.006582,-0.015044,-0.009458,0.010737,0.002567,-0.003709,0.002484,0.001425,4.5e-05,0.003671,0.002446,-0.00255,0.001767,0.000422
French_Paris,0.127171,0.141436,0.050431,0.02399,0.040903,0.009305,0.002799,0.005454,0.011602,0.018174,-0.007706,0.006812,-0.012906,-0.010384,0.01377,0.006063,-0.001825,0.004664,0.002708,-0.000978,0.002201,0.003575,-0.001232,0.011141,-0.001905
French_Pas-de-Calais,0.127861,0.140481,0.054305,0.026809,0.042162,0.012736,0.004152,0.001308,0.008522,0.012453,-0.008011,0.002198,-0.01001,-0.012019,0.013663,0.008132,-0.000478,0.001816,-0.003645,0.004252,0.009982,0.001443,-0.002547,0.005904,-0.001437
French_Provence,0.121925,0.143847,0.036891,0.005358,0.036858,0.00233,0.002267,0.003638,0.010058,0.020453,-0.003869,0.007211,-0.012138,-0.010961,0.005956,0.003174,0.001097,0.002809,0.001775,-0.001515,0.001541,0.002735,0.000355,0.005444,3.5e-05
French_Seine-Maritime,0.136019,0.137096,0.045254,0.029555,0.039084,0.016733,0.00423,-0.000692,0.003988,0.006014,-0.003735,0.007493,-0.007582,-0.001651,0.014251,0.003514,-0.007953,-0.002344,0.000943,-0.005002,0.003931,0.005503,0.000863,0.004278,-0.004491
French_South,0.126181,0.144785,0.049618,0.00886,0.050691,0.002669,0.000269,0.002275,0.02764,0.03866,-0.006774,0.007365,-0.021853,-0.013566,0.010373,0.002765,-0.005104,0.001792,0.000215,0.001912,0.004991,-0.00083,-0.005264,-0.007557,-0.00142
Fulani,-0.389844,0.093936,0.007731,-0.033269,0.013387,-0.014363,-0.041244,0.031729,0.023623,0.022871,0.005765,-0.007418,0.022745,-0.009427,0.019408,-0.01896,0.004629,-0.017546,-0.027716,0.006003,-0.010856,-0.02269,0.017008,0.000723,0.003712
Fulani_Burkina_Faso_Ziniare,-0.433211,0.085954,0.009187,-0.019367,0.01167,-0.006693,-0.043411,0.032925,0.01286,0.024223,0.003969,-0.002692,0.022715,-0.006815,0.017481,-0.012904,0.007906,-0.013069,-0.021932,0.002331,-0.00548,-0.020264,0.011097,-0.001668,0.00513
Fulani_Guinea,-0.536608,0.072956,0.017001,0.00062,0.006807,0.001484,-0.035186,0.033156,-0.015004,0.026752,0.004021,-0.003861,0.020152,-0.004481,0.01639,-0.012039,0.010827,-0.002635,-0.009513,0.000825,-0.002411,-0.009783,0.005078,-0.001745,0.003046
Gadaba,0.004553,-0.242712,-0.159522,0.101745,0.010463,0.059404,-0.0047,0.008307,0.075674,0.046106,0.028256,0.001948,-0.002081,0.019405,-0.020222,-0.031954,0.011865,-0.006081,-0.008925,0.032766,0.001373,0.018548,-0.005793,0.009158,0.012334
Gagauz,0.121664,0.134388,0.020029,-0.002907,0.019559,0.001333,0.006867,0.004692,-0.003636,0.003624,-0.001642,-0.002081,-0.00147,0.010123,-0.01045,-0.004744,0.003433,-0.000267,0.003603,-0.002904,-0.006489,-0.000934,0.003684,-0.004927,6.7e-05
Gambian,-0.606487,0.067195,0.019736,0.011467,0.002103,0.005578,-0.035839,0.038768,-0.031735,0.024146,0.005413,-0.003647,0.016229,-0.000986,0.011016,-0.015336,0.009692,-0.001182,-0.002116,-0.003231,-0.001643,-0.001814,0.004396,-1e-04,0.001377
Ganguela,-0.628873,0.062793,0.020113,0.015827,-0.000359,0.013433,-0.018057,0.023537,-0.032417,0.020228,0.002869,-0.001399,-0.004138,0.000183,-0.00751,0.005834,-0.009257,0.003568,-0.004253,0.001209,0.001622,-8.2e-05,0.001623,-0.000924,-0.001257
Garo,0.010813,-0.378792,-0.051854,-0.011467,0.05201,0.040579,-0.000235,0.001615,0.016669,0.01467,-0.026063,-0.005545,0.002973,-0.001032,-0.007532,-0.005834,0.00352,-0.003104,-0.008987,0.013256,-0.001373,0.024298,0.003636,0.008435,0.047002
Gelao,0.016078,-0.444548,-0.038843,-0.061572,0.118791,0.057556,0.000264,-0.010615,-0.015672,-0.01016,0.002578,0.001293,0.000557,-0.005419,-0.000662,-0.003166,0.000179,-0.001029,-0.006552,-0.009958,0.007502,0.008408,0.012325,-0.003088,0.011212
Georgian_Ajar,0.110029,0.136081,-0.059208,-0.050819,-0.040213,-0.012085,0.006737,-0.008384,-0.057812,-0.016037,-0.001678,0.008692,-0.02225,0.004083,-4.5e-05,-0.0179,0.012604,-0.005152,-0.006872,0.015382,0.008693,0.005977,0.000945,-0.009479,0.002116
Georgian_Guria,0.105855,0.138789,-0.059208,-0.052219,-0.039187,-0.007623,0.010889,-0.008538,-0.060198,-0.022354,0.001949,0.01089,-0.026957,0.009634,0.003891,-0.023689,0.0103,-0.002492,-0.008003,0.015924,0.019175,0.007502,0.003287,-0.009118,0.000918
Georgian_Imer,0.109839,0.134151,-0.060867,-0.047449,-0.038592,-0.008618,0.011821,-0.006231,-0.063361,-0.018588,-0.000747,0.01136,-0.02548,0.005932,0.003841,-0.023932,0.007288,-0.005372,-0.010182,0.015395,0.013826,0.001657,0.001541,-0.007664,-0.001389
Georgian_Javakheti,0.100164,0.140143,-0.059585,-0.050065,-0.036007,-0.012829,0.010575,-0.004846,-0.055835,-0.02041,0.001949,0.008542,-0.018285,0.003991,-0.005429,-0.010077,0.013951,-0.006081,0.003394,0.005753,0.004243,0.002597,0.001109,-0.003976,-0.001317
Georgian_Jew,0.098685,0.1308,-0.058982,-0.060918,-0.028159,-0.014223,0.000588,-0.004961,-0.020207,-0.004793,0.002988,-0.002443,0.006021,-0.000427,-0.00342,0.007345,0.001904,-0.001723,0.00181,-0.001451,0.002396,0.003017,-0.000789,-0.002338,0.003832
Georgian_Kakh,0.106311,0.132222,-0.056417,-0.046318,-0.036807,-0.010542,0.006768,-0.004061,-0.051172,-0.016292,0.002696,0.008602,-0.013647,0.000853,-0.001629,-0.005489,0.01356,-0.002838,-0.004877,0.008954,0.007836,0.001954,-0.000222,-0.006941,-0.000263
Georgian_Kart,0.107373,0.130157,-0.053677,-0.043175,-0.038212,-0.005067,0.005562,-0.006731,-0.049972,-0.016189,0.001705,0.007793,-0.017022,0.004863,0.001697,-0.015579,0.002043,-0.002766,-0.005216,0.007858,0.007154,0.003771,-0.000246,-0.001406,-0.000459
Georgian_Khevs,0.1124,0.123895,-0.043557,-0.023579,-0.040007,0.000976,0.008402,-0.003634,-0.055426,-0.024875,0.002679,0.009029,-0.015609,-0.001755,0.007329,-0.009414,0.00603,-0.004244,-0.006945,0.010474,0.007237,-0.000124,0.002095,0.004217,6e-05
Georgian_Laz,0.110092,0.138677,-0.057155,-0.058356,-0.031801,-0.011218,0.0088,-0.005654,-0.050165,-0.01057,0.002797,0.00945,-0.017542,0.004427,-0.003966,-0.014077,0.010778,-0.001401,-0.003254,0.009894,0.007327,0.002226,-0.000246,-0.00727,-0.001144
Georgian_Lechkhumi,0.102441,0.121864,-0.057699,-0.047804,-0.040007,-0.010319,0.013161,-0.007615,-0.056244,-0.014397,-0.002598,0.006894,-0.020812,-0.004954,-0.000271,-0.018563,0.009779,-0.010388,-0.011313,0.015758,0.019091,-0.000618,0.001972,-0.005663,-0.003233
Georgian_Megr,0.109498,0.128972,-0.056116,-0.0469,-0.040685,-0.008144,0.010246,-0.007523,-0.066511,-0.023144,0.00026,0.013668,-0.028959,0.006688,0.003176,-0.026306,0.009414,-0.005676,-0.01076,0.018709,0.012927,0.002943,-0.001011,-0.009158,-0.002491
Georgian_Meskheti,0.106311,0.133847,-0.057171,-0.057623,-0.030221,-0.015953,0.007238,-0.005307,-0.035178,-0.005103,0.003605,0.001499,-0.006928,-0.001321,-0.006895,0.006523,0.012334,-0.000405,0.002866,-0.000125,0.000973,-0.001731,0.004067,0.001711,-0.000742
Georgian_Mtiuleti,0.110408,0.131003,-0.05242,-0.031977,-0.039084,0.000279,0.013631,-0.008077,-0.05604,-0.02041,-0.005846,0.009891,-0.028989,0.001927,0.009636,-0.024662,-0.005215,-0.004941,-0.006034,0.006253,0.007487,0.003833,0.000246,-0.001928,-0.00467
Georgian_NorthEast,0.105855,0.12491,-0.045632,-0.032462,-0.039084,-0.001394,0.00611,-0.008653,-0.05246,-0.026789,-0.003085,0.012664,-0.021333,0.00172,0.003257,-0.022341,-0.006845,-0.003991,-0.006034,0.009067,0.004118,0.005132,0.002588,-0.004037,-0.001796
Georgian_Ratcha,0.104717,0.131003,-0.058831,-0.057171,-0.04924,-0.009203,0.007285,-0.010615,-0.061971,-0.021322,-0.007957,0.012739,-0.028692,0.00234,-0.00095,-0.018297,0.011604,-0.003927,-0.014455,0.017508,0.012478,0.002349,0.00456,-0.005302,-0.001796
Georgian_Samtckhe,0.108132,0.135065,-0.056945,-0.05814,-0.033237,-0.009203,0.011751,-0.004846,-0.049495,-0.01057,0.001624,0.008842,-0.012042,0.004129,-0.000543,-0.00716,0.012647,0.001014,-0.003897,0.005127,0.006613,-0.001113,-0.004437,-0.011327,0.00012
Georgian_Svaneti,0.11112,0.117548,-0.05011,-0.03876,-0.0432,-0.005473,0.009665,-0.003779,-0.067544,-0.0259,0.000568,0.012102,-0.027279,0.004954,0.00268,-0.02559,0.008915,-0.007015,-0.012366,0.018493,0.015551,0.003771,0.002973,-0.013165,-0.001811
Georgian_Tush,0.114961,0.12166,-0.041257,-0.024161,-0.036376,0.001004,0.010058,-0.003277,-0.054403,-0.022087,6.5e-05,0.008992,-0.02001,-0.003606,0.007845,-0.011907,0.003286,-0.001672,-0.004927,0.009855,0.004966,-0.000173,0.001602,0,-0.00079
Georgian_West,0.11166,0.135979,-0.057586,-0.049807,-0.040438,-0.007,0.011492,-0.006461,-0.063484,-0.021066,0.001088,0.012034,-0.026268,0.003454,0.003515,-0.021228,0.012947,-0.006182,-0.009528,0.017458,0.012266,0.002016,-0.000259,-0.010604,-0.002539
German,0.130299,0.137378,0.057363,0.037865,0.039566,0.015146,0.004177,0.005897,0.003746,0.001633,-0.004331,0.002316,-0.005334,-0.001744,0.008738,0.002822,-0.0033,0.001633,0.003531,0.001114,0.002947,0.001801,0.000337,0.00836,7.4e-05
German_East,0.130897,0.138493,0.061094,0.049984,0.038123,0.016141,0.006316,0.007038,0.002199,-0.00492,-0.005217,-0.00178,-3.7e-05,0.008223,0.001306,-0.003132,-0.007905,0.001188,0.005311,-0.00075,0.000624,-0.001113,0.001772,0.001612,-0.000314
German_Erlangen,0.128569,0.137233,0.056163,0.038076,0.038593,0.015097,0.004223,0.005442,0.0041,-0.000112,-0.003119,0.00121,-0.003703,0.001892,0.00443,0.001817,-0.001831,0.0018,0.003111,0.000597,-0.000315,0.00136,0.00183,0.006703,2e-06
German_Hamburg,0.128285,0.13399,0.063467,0.048526,0.040062,0.020375,0.007562,0.009108,0.00296,-0.003559,-0.003878,8.8e-05,-0.00251,0.000753,0.009436,0.003268,-0.004556,0.002556,0.003993,0.000684,0.00174,0.001557,0.002719,0.00735,-0.001035
Gond,0.012186,-0.185603,-0.177424,0.120803,-0.029779,0.06421,-0.003553,0.013669,0.077093,0.049107,0.011348,0.002786,-0.003096,0.013301,-0.018602,-0.020817,0.009886,-0.002526,-0.00451,0.021849,0.002151,0.011842,-0.003639,0.007939,0.00212
Greek_Achaea,0.117648,0.144733,0.008915,-0.025453,0.018662,-0.008556,0.002971,-7.4e-05,0.002863,0.015352,0.00102,0.001475,-0.001831,0.006727,-0.014935,-0.000896,0.007427,-0.000122,0.004968,-0.004047,-0.006469,0.001395,0.003525,0.001962,-0.002587
Greek_Apulia,0.109384,0.149384,-0.001622,-0.040989,0.011325,-0.014084,-0.001105,0.000738,-0.000184,0.0197,0.001624,0.004121,-0.006838,0.000867,-0.011387,-0.000557,0.006689,-0.000849,0.002263,-0.004002,-0.00594,0.000927,0.00053,0.003567,0.001138
Greek_Arcadia,0.117314,0.143461,0.007417,-0.024397,0.020722,-0.011323,0.003337,-4.6e-05,-3e-04,0.015235,0.001635,0.001918,-0.00217,0.008588,-0.016259,-0.003324,0.003859,0.000709,0.007048,-0.005894,-0.007337,-0.000569,0.001356,0.000112,-0.000766
Greek_Argolis,0.119869,0.143634,0.007236,-0.026527,0.01908,-0.009238,0.001498,-0.00111,-0.000677,0.01672,0.00271,0.002435,-0.003521,0.007242,-0.015803,-0.002842,0.006821,0.001394,0.005994,-0.005581,-0.008337,0.000533,0.001571,9.8e-05,-0.002919
Greek_Central_Anatolia,0.110847,0.142096,-0.04041,-0.060699,-0.014843,-0.018772,0.002802,-0.003657,-0.018879,0.009911,0.003635,0.003608,-0.003739,0.005748,-0.010022,-0.004172,0.002608,0.002826,0.005627,-0.003627,0.001286,0.004765,-0.002901,-0.000565,0.001326
Greek_Central_Macedonia,0.120058,0.14213,0.014659,-0.016459,0.021409,-0.003395,0.001972,0.000672,0.001423,0.013192,0.001193,0.001577,-0.001416,0.006642,-0.016994,-0.002133,0.008458,0.000457,0.004875,-0.003665,-0.007422,0.000425,0.002979,-7.3e-05,-0.000895
Greek_Corinthia,0.118518,0.145158,0.006434,-0.026284,0.019157,-0.008803,0.001895,-0.00049,0.000767,0.016754,0.001563,0.002323,-0.00367,0.006804,-0.01565,-0.001599,0.010496,0.000127,0.007385,-0.005229,-0.007861,-0.000356,0.002434,0.003035,-0.001123
Greek_Crete,0.107984,0.145505,-0.014523,-0.045194,0.006777,-0.015247,0.002275,-0.001848,-0.002579,0.01288,0.00197,0.001583,-0.00176,0.003975,-0.011554,-0.002302,0.00467,0.000953,0.003845,-0.004891,-0.004453,9e-04,0.000645,0.001442,-0.001692
Greek_Crete_Chania,0.111547,0.137604,-0.006411,-0.044574,0.013695,-0.013805,0.00282,-0.004154,-0.000511,0.009112,-0.000731,-0.001424,-0.000818,0.005574,-0.012893,0.003182,0.005541,0.005321,0.0022,-0.002751,0.001996,0.00507,-0.001787,0.003012,-0.004491
Greek_Crete_Heraklion,0.105476,0.142512,-0.012319,-0.043067,0.001744,-0.011621,-0.000235,-0.004692,-0.00525,0.007593,-0.003302,0.003897,-0.005798,0.002431,-0.011581,-0.002254,-0.000217,0.004307,0.007584,-0.005086,0.001539,-0.002267,0.002711,0.000321,-0.002595
Greek_Crete_Lasithi,0.108322,0.143528,-0.016719,-0.044628,0.011387,-0.015943,0.000823,-0.000423,-0.000852,0.01546,-0.000162,0.002348,-0.002453,0.002615,-0.012735,-0.004641,0.007106,-0.000422,0.002116,-0.006357,-0.005823,0.002741,0.002568,0.005623,-0.002475
Greek_Cyclades_Amorgos,0.105855,0.15436,-0.014708,-0.049258,0.006001,-0.016455,0.000823,-0.004038,-0.004806,0.014214,0.007064,0.002623,-0.0055,0.006331,-0.012554,0.007823,0.012908,-0.003421,0.001823,-0.001563,-0.004243,-0.001917,-0.003204,0.002832,0
Greek_Cyclades_Kea,0.112685,0.141666,0,-0.030524,0.014772,-0.013526,-0.001645,-0.0015,0.00634,0.014032,0.000568,0.002548,-0.008325,0.010735,-0.011536,0.006828,0.016689,0.004181,0.00773,-0.002063,-0.009483,-0.001237,0.00037,0.000301,-0.003233
Greek_Cyclades_Milos,0.110408,0.146744,-0.011502,-0.036661,0.011233,-0.009622,0.00141,-0.001731,-0.004602,0.020684,0.000568,0.004871,-0.006392,0.000482,-0.012147,-0.003381,0.009257,0.001584,0.007605,-0.007379,-0.003494,0.001669,-0.001849,0.001446,0.003173
Greek_Cyclades_Tinos,0.113254,0.135065,-0.007354,-0.045543,0.018157,-0.018686,-0.001293,-0.007384,-0.010942,0.020137,0.004384,0.001424,-0.008697,0.005505,-0.014794,-0.003381,0.009518,0.00285,0.004651,-0.003377,-0.006613,0.002349,0.000123,0.001928,0.000419
Greek_Deep_Mani,0.110625,0.148558,-0.011152,-0.044205,0.011944,-0.016614,0.000895,-0.000989,0.001558,0.018675,0.001933,0.002205,-0.002626,0.00462,-0.013501,-0.003946,0.004445,0.001556,0.003418,-0.004282,-0.006447,0.001454,0.000246,0.000143,-0.000867
Greek_Dodecanese,0.105969,0.146135,-0.024437,-0.056751,0.002185,-0.018379,0.003807,-0.004223,-0.002802,0.016656,0.004807,0.002068,-0.00449,-0.000564,-0.012351,-0.001273,0.003299,0.005017,0.00587,-0.004752,-0.004305,-0.000964,0.000345,-0.000868,-0.003413
Greek_Dodecanese_Rhodes,0.104392,0.145511,-0.027853,-0.060678,0.002198,-0.019602,0.002216,-0.003791,-0.003652,0.016479,0.005336,0.003682,-0.004417,-0.001632,-0.014134,-0.003731,0.001807,0.003837,0.003699,-0.004395,-0.003939,-0.00083,-0.000176,0.001016,-0.002395
Greek_East_Macedonia_and_Thrace,0.121222,0.138112,0.019233,-0.005491,0.025235,-0.002231,0.004583,0.001961,0.001227,0.0041,0.000244,-0.004496,0.004162,0.011629,-0.017372,-0.002784,0.002803,-0.000823,0.00773,-0.00619,-0.010045,0,-0.003143,-0.003856,-0.001138
Greek_East_Taygetos,0.11501,0.146016,0.004755,-0.028621,0.017435,-0.010489,0.002268,-0.000532,0.001138,0.013747,0.001059,0.001134,-0.002191,0.007085,-0.012817,-0.003689,0.003928,0.001041,0.003438,-0.005046,-0.00536,0.001812,0.003188,0.001582,-0.00089
Greek_Elis,0.115767,0.144629,0.006819,-0.025234,0.01808,-0.009064,0.002409,0.001519,0.000375,0.014085,0.001752,0.002292,-0.002341,0.00605,-0.015506,-0.002851,0.007948,0.001003,0.006735,-0.004158,-0.006047,-7.2e-05,0.00191,0.001295,-0.002335
Greek_Izmir,0.11462,0.144307,-0.002414,-0.034529,0.014987,-0.012606,0.002515,-0.0015,-0.002291,0.015034,0.0019,0.003132,-0.003434,0.001858,-0.012975,0.000199,0.010783,-0.000114,0.00592,-0.003051,-0.006039,0.001929,0.00021,0.00235,-0.003006
Greek_Kos,0.107627,0.146462,-0.02204,-0.05387,0.004103,-0.018252,0.000862,-0.003692,-0.005999,0.016786,0.002652,0.003147,-0.003915,0.000963,-0.010601,0.002991,0.010011,0.000943,0.003715,-0.003641,-0.003813,0.001676,-0.000178,-0.001406,-0.002116
Greek_Laconia,0.1143,0.147481,0.004294,-0.029685,0.017145,-0.010121,0.002206,-0.000551,0.001155,0.014826,0.003091,0.000967,-0.001765,0.007219,-0.014146,-0.00352,0.004891,0.000891,0.004521,-0.006406,-0.006521,0.001855,0.003153,0.001807,-0.00202
Greek_Macedonia,0.121563,0.142851,0.013476,-0.016495,0.018896,-0.004871,0.002945,0.002877,-4.1e-05,0.012173,0.00197,0.001289,-0.002309,0.010322,-0.015336,-0.006249,0.001843,0.000659,0.00698,-0.005253,-0.006514,0.000412,0.002416,-0.001036,-0.000599
Greek_Messenia,0.11785,0.144557,0.008166,-0.024225,0.019246,-0.00871,0.003263,2.7e-05,-3.1e-05,0.014635,0.001037,0.00166,-0.003585,0.007585,-0.014486,-0.00539,0.004202,0.001506,0.008359,-0.005195,-0.00621,0.001983,0.002636,0.001845,-0.001142
Greek_North_Tsakonia,0.116985,0.144431,0.000545,-0.030362,0.015661,-0.011465,0.002272,0.000667,0.000727,0.014883,0.002634,0.002181,-0.002412,0.007799,-0.013723,-0.007351,0.001086,0.002478,0.006159,-0.005781,-0.004104,0.003847,0.000917,0.001125,0.00169
Greek_Peloponnese,0.117393,0.144575,0.0072,-0.02794,0.0195,-0.010243,0.003429,8.4e-05,0.001989,0.014065,0.004052,0.000872,-0.001669,0.004967,-0.015811,0.000217,0.006685,0.001019,0.006388,-0.004405,-0.006693,0.001,0.003815,0.001013,-0.001851
Greek_South_Tsakonia,0.116327,0.144137,-0.00264,-0.035444,0.013705,-0.011881,0.001629,-0.001046,-0.000177,0.016717,0.002858,0.001659,-0.003944,0.003652,-0.015155,-0.000141,0.009396,-0.000481,0.004852,-0.00271,-0.005091,0.001179,0.000534,-0.000153,-0.000615
Greek_Thessaly,0.119135,0.145221,0.013702,-0.020026,0.018875,-0.005113,0.000548,0.000769,0,0.01877,0.002652,0.004096,-0.007284,0.005688,-0.009093,-0.004199,0.00213,-0.000549,0.004148,-0.005336,-0.006988,0.001278,0.003574,0.001406,-0.003353
Greek_Trabzon,0.108815,0.139534,-0.054192,-0.061273,-0.025174,-0.017737,0.007285,-0.004707,-0.03798,-0.003517,0.002955,0.0061,-0.01439,0.007652,-0.008388,-0.012424,0.006584,-0.001166,-0.001043,0.002364,0.004068,0.001397,-0.00244,-0.002567,-0.001341
Greek_West_Taygetos,0.11757,0.144205,0.009475,-0.022058,0.018875,-0.0081,0.004495,0.001106,7.7e-05,0.011458,0.000961,0.000331,-0.00039,0.006984,-0.011683,-0.002585,0.003955,0.000892,0.003577,-0.004018,-0.00626,4.6e-05,0.0017,0.002018,-0.001078
Greenlander_East,0.070065,-0.235941,0.105133,0.049599,-0.079741,-0.024573,-0.091863,-0.104714,0.002931,-0.012534,0.014958,-0.00398,0.004476,-0.018778,-0.024641,-0.011211,-0.003086,0.012711,0.031047,0.016299,0.023736,-0.037384,0.008093,0.030808,0.034302
Greenlander_West,0.080309,-0.176815,0.098303,0.051142,-0.062678,-0.016455,-0.072566,-0.084612,0.00484,-0.010205,0.014994,-0.004496,0.00261,-0.012034,-0.014507,-0.010209,-0.006983,0.008488,0.022318,0.014243,0.019382,-0.029677,0.007148,0.026845,0.027463
Gujarati,0.051391,-0.057733,-0.156053,0.110822,-0.080584,0.062193,-0.000223,0.011607,0.033,0.018852,-0.006496,8.2e-05,-0.002178,0.001741,-0.000679,0.000378,0.00088,-0.000171,-0.001427,-0.003933,0.001429,-0.003314,0.001109,0.001127,-0.002976
Gujarati_Bharuch_Muslim,0.059188,-0.004062,-0.120679,0.063954,-0.068628,0.043507,0.00611,0.005077,0.019634,0.012392,-0.009906,-0.000899,0.001041,0.00578,0.004072,0.001458,-0.003912,-0.0019,0.002011,-0.004002,-0.005241,0,-0.001972,-0.004097,0.002634
